Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,Theta_K,RH_percent,H2O_gpkg,Frostpoint_degC,u_mps,v_mps,WindDirection_deg,WindSpeed_mps,Latitude_deg,Longitude_deg,Ozone_mPa,Ozone_ppmv,intO3_DU,resO3_DU,PumpTemp_degC
,2834,740061,203.86,12.241,-54.9,343.94,53.02,0.06,-60.11,-0.28,-18.26,0.89,18.26,38.791,-76.662,2.67,130.8,42.79,21.03,288.76
,2835,740062,203.7,12.246,-54.95,343.93,52.76,0.06,-60.2,-0.34,-18.31,1.06,18.31,38.791,-76.662,2.67,130.9,42.81,21.04,288.78
,2836,740063,203.54,12.251,-55,343.94,52.58,0.06,-60.27,-0.4,-18.36,1.24,18.36,38.791,-76.662,2.67,131,42.82,21.04,288.8
,2837,740064,203.37,12.256,-55.04,343.96,52.49,0.06,-60.32,-0.46,-18.41,1.43,18.42,38.791,-76.662,2.68,131.7,42.84,21.13,288.82
,2838,740065,203.2,12.261,-55.08,343.97,52.5,0.05,-60.36,-0.53,-18.47,1.63,18.48,38.79,-76.662,2.68,131.9,42.86,21.15,288.82
,2839,740066,203.03,12.267,-55.14,343.97,52.58,0.05,-60.4,-0.6,-18.53,1.84,18.54,38.79,-76.662,2.7,132.8,42.88,21.27,288.82
,2840,740067,202.85,12.272,-55.2,343.95,52.72,0.05,-60.44,-0.67,-18.59,2.05,18.6,38.79,-76.662,2.7,132.9,42.9,21.27,288.81
,2841,740068,202.68,12.278,-55.27,343.93,52.87,0.05,-60.48,-0.74,-18.65,2.26,18.67,38.79,-76.662,2.69,132.7,42.91,21.22,288.8
,2842,740069,202.53,12.282,-55.32,343.92,52.98,0.05,-60.51,-0.81,-18.71,2.47,18.73,38.79,-76.662,2.7,133.4,42.93,21.32,288.8
,2843,740070,202.39,12.287,-55.36,343.93,53.04,0.05,-60.54,-0.87,-18.78,2.66,18.8,38.79,-76.662,2.69,132.9,42.94,21.22,288.79
,2844,740071,202.26,12.291,-55.39,343.95,53.06,0.05,-60.57,-0.94,-18.84,2.84,18.86,38.789,-76.662,2.69,133,42.96,21.22,288.77
,2845,740072,202.1,12.296,-55.42,343.97,53.08,0.05,-60.6,-0.99,-18.9,3.01,18.92,38.789,-76.662,2.71,133.9,42.97,21.35,288.75
,2846,740073,201.93,12.301,-55.48,343.97,53.07,0.05,-60.65,-1.05,-18.95,3.16,18.98,38.789,-76.662,2.71,134.1,43,21.36,288.46
,2847,740074,201.74,12.307,-55.54,343.97,53,0.05,-60.72,-1.1,-19.01,3.3,19.04,38.789,-76.662,2.7,134,43.02,21.33,288.46
,2848,740075,201.55,12.313,-55.58,343.99,52.86,0.05,-60.78,-1.14,-19.07,3.42,19.1,38.789,-76.662,2.71,134.3,43.03,21.36,288.46
,2849,740076,201.37,12.319,-55.61,344.02,52.68,0.05,-60.84,-1.18,-19.13,3.52,19.17,38.789,-76.662,2.72,134.9,43.05,21.43,288.48
,2850,740077,201.22,12.324,-55.64,344.06,52.49,0.05,-60.89,-1.21,-19.19,3.61,19.23,38.788,-76.662,2.72,135,43.07,21.43,288.48
,2851,740078,201.06,12.329,-55.67,344.08,52.31,0.05,-60.95,-1.23,-19.25,3.67,19.29,38.788,-76.662,2.72,135.1,43.08,21.43,288.48
,2852,740079,200.9,12.334,-55.71,344.11,52.2,0.05,-61,-1.25,-19.31,3.72,19.35,38.788,-76.662,2.72,135.2,43.1,21.43,288.47
,2853,740080,200.73,12.339,-55.75,344.12,52.18,0.05,-61.04,-1.27,-19.37,3.75,19.41,38.788,-76.662,2.71,135.2,43.12,21.41,288.3
,2854,740081,200.55,12.345,-55.8,344.13,52.28,0.05,-61.08,-1.28,-19.42,3.77,19.46,38.788,-76.662,2.71,135.2,43.14,21.39,288.3
,2855,740082,200.38,12.35,-55.86,344.12,52.48,0.05,-61.1,-1.28,-19.47,3.77,19.52,38.788,-76.662,2.71,135.3,43.16,21.39,288.3
,2856,740083,200.21,12.356,-55.91,344.12,52.76,0.05,-61.11,-1.28,-19.53,3.76,19.57,38.787,-76.662,2.71,135.4,43.18,21.39,288.3
,2857,740084,200.03,12.361,-55.96,344.14,53.09,0.05,-61.1,-1.27,-19.58,3.72,19.62,38.787,-76.662,2.7,135.2,43.2,21.33,288.3
,2858,740085,199.84,12.368,-56.01,344.16,53.47,0.05,-61.09,-1.26,-19.63,3.68,19.67,38.787,-76.662,2.7,135.3,43.22,21.33,288.3
,2859,740086,199.63,12.374,-56.07,344.15,53.86,0.05,-61.1,-1.25,-19.68,3.62,19.72,38.787,-76.662,2.7,135.4,43.24,21.33,288.3
,2860,740087,199.44,12.38,-56.13,344.15,54.2,0.05,-61.11,-1.23,-19.72,3.57,19.76,38.787,-76.662,2.7,135.6,43.24,21.33,288.3
,2861,740088,199.26,12.386,-56.19,344.14,54.48,0.05,-61.12,-1.21,-19.76,3.52,19.8,38.787,-76.662,NaN,NaN,43.24,NaN,NaN
,2862,740089,199.09,12.392,-56.25,344.14,54.76,0.05,-61.14,-1.2,-19.79,3.47,19.83,38.786,-76.663,2.68,134.6,43.26,21.14,288.2
,2863,740090,198.92,12.397,-56.3,344.14,55,0.05,-61.15,-1.18,-19.82,3.41,19.86,38.786,-76.663,2.68,134.7,43.27,21.14,288.14
,2864,740091,198.76,12.402,-56.36,344.13,55.23,0.05,-61.17,-1.16,-19.86,3.33,19.89,38.786,-76.663,2.66,133.8,43.29,20.99,288.14
,2865,740092,198.6,12.407,-56.41,344.13,55.41,0.05,-61.19,-1.13,-19.9,3.25,19.93,38.786,-76.663,2.66,133.7,43.29,20.95,288.14
,2866,740093,198.46,12.412,-56.46,344.12,55.54,0.05,-61.22,-1.11,-19.93,3.17,19.96,38.786,-76.663,NaN,NaN,43.29,NaN,NaN
,2867,740094,198.32,12.416,-56.5,344.12,55.63,0.05,-61.25,-1.08,-19.96,3.1,19.99,38.785,-76.663,NaN,NaN,43.29,NaN,NaN
,2868,740095,198.18,12.421,-56.55,344.12,55.71,0.05,-61.28,-1.06,-19.99,3.02,20.01,38.785,-76.663,2.65,133.9,43.31,20.93,288.26
,2869,740096,198.03,12.425,-56.59,344.12,55.72,0.05,-61.32,-1.03,-20.02,2.94,20.04,38.785,-76.663,2.66,134.3,43.32,20.98,288.28
,2870,740097,197.88,12.43,-56.63,344.13,55.64,0.05,-61.38,-1,-20.05,2.85,20.07,38.785,-76.663,2.65,134.1,43.34,20.94,288.34
,2871,740098,197.72,12.435,-56.67,344.14,55.46,0.05,-61.44,-0.97,-20.08,2.76,20.11,38.785,-76.663,2.65,134.2,43.35,20.94,288.36
,2872,740099,197.58,12.44,-56.7,344.17,55.22,0.05,-61.5,-0.94,-20.11,2.68,20.14,38.785,-76.663,2.65,134.3,43.37,20.94,288.36
,2873,740100,197.42,12.445,-56.74,344.19,54.94,0.05,-61.58,-0.91,-20.14,2.59,20.16,38.784,-76.663,2.65,134.4,43.39,20.94,288.36
,2874,740101,197.27,12.45,-56.78,344.2,54.64,0.05,-61.66,-0.88,-20.17,2.51,20.19,38.784,-76.663,2.64,133.8,43.4,20.82,288.37
,2875,740102,197.11,12.455,-56.83,344.2,54.36,0.05,-61.74,-0.85,-20.19,2.42,20.21,38.784,-76.663,2.63,133.5,43.42,20.77,288.38
,2876,740103,196.96,12.46,-56.87,344.2,54.12,0.05,-61.82,-0.83,-20.21,2.34,20.23,38.784,-76.663,2.63,133.4,43.44,20.73,288.4
,2877,740104,196.81,12.465,-56.92,344.21,53.9,0.05,-61.9,-0.8,-20.23,2.26,20.25,38.784,-76.663,2.6,132.3,43.45,20.55,288.4
,2878,740105,196.65,12.47,-56.96,344.22,53.67,0.05,-61.98,-0.78,-20.25,2.19,20.26,38.783,-76.663,2.59,131.7,43.47,20.43,288.41
,2879,740106,196.48,12.475,-57.01,344.22,53.43,0.05,-62.05,-0.76,-20.26,2.14,20.28,38.783,-76.663,2.58,131.1,43.49,20.33,288.44
,2880,740107,196.33,12.48,-57.06,344.23,53.23,0.05,-62.13,-0.74,-20.27,2.1,20.28,38.783,-76.663,2.58,131.3,43.5,20.33,288.44
,2881,740108,196.17,12.485,-57.1,344.24,53.06,0.04,-62.2,-0.73,-20.27,2.07,20.29,38.783,-76.663,2.58,131.4,43.52,20.34,288.45
,2882,740109,196.01,12.49,-57.15,344.24,52.9,0.04,-62.26,-0.72,-20.27,2.04,20.29,38.783,-76.663,2.56,130.6,43.54,20.2,288.48
,2883,740110,195.84,12.496,-57.2,344.24,52.72,0.04,-62.34,-0.71,-20.27,2.02,20.28,38.783,-76.663,2.56,130.8,43.55,20.2,288.48
,2884,740111,195.67,12.501,-57.26,344.24,52.52,0.04,-62.42,-0.71,-20.26,1.99,20.27,38.782,-76.663,2.56,130.9,43.57,20.21,288.49
,2885,740112,195.51,12.506,-57.31,344.24,52.36,0.04,-62.49,-0.7,-20.25,1.98,20.26,38.782,-76.663,2.51,128.3,43.59,19.79,288.49
,2886,740113,195.36,12.511,-57.35,344.25,52.24,0.04,-62.55,-0.69,-20.23,1.97,20.24,38.782,-76.663,2.51,128.4,43.6,19.79,288.49
,2887,740114,195.21,12.516,-57.4,344.25,52.17,0.04,-62.61,-0.69,-20.21,1.97,20.22,38.782,-76.663,2.5,128.2,43.62,19.75,288.45
,2888,740115,195.06,12.521,-57.44,344.25,52.1,0.04,-62.66,-0.7,-20.19,1.98,20.2,38.782,-76.663,2.5,128.3,43.63,19.75,288.44
,2889,740116,194.9,12.526,-57.49,344.26,52.03,0.04,-62.72,-0.7,-20.16,1.99,20.17,38.781,-76.663,2.5,128.4,43.65,19.75,288.44
,2890,740117,194.74,12.531,-57.53,344.27,51.98,0.04,-62.76,-0.71,-20.13,2.01,20.14,38.781,-76.663,2.48,127.5,43.66,19.59,288.44
,2891,740118,194.58,12.536,-57.57,344.29,51.96,0.04,-62.8,-0.71,-20.1,2.04,20.11,38.781,-76.663,2.48,127.6,43.68,19.59,288.44
,2892,740119,194.44,12.541,-57.61,344.3,52,0.04,-62.83,-0.72,-20.06,2.05,20.07,38.781,-76.663,2.48,127.7,43.69,19.59,288.44
,2893,740120,194.29,12.546,-57.65,344.3,52.11,0.04,-62.86,-0.72,-20.01,2.07,20.03,38.781,-76.663,2.48,127.8,43.71,19.59,288.44
,2894,740121,194.15,12.55,-57.7,344.3,52.24,0.04,-62.89,-0.73,-19.97,2.08,19.98,38.781,-76.663,2.46,126.8,43.72,19.43,288.44
,2895,740122,194,12.555,-57.75,344.3,52.39,0.04,-62.91,-0.73,-19.92,2.1,19.94,38.78,-76.663,2.48,127.7,43.74,19.55,288.44
,2896,740123,193.83,12.561,-57.8,344.3,52.59,0.04,-62.93,-0.73,-19.88,2.11,19.89,38.78,-76.663,2.46,126.9,43.76,19.41,288.44
,2897,740124,193.67,12.566,-57.86,344.29,52.8,0.04,-62.96,-0.74,-19.83,2.13,19.85,38.78,-76.663,2.46,127,43.77,19.41,288.43
,2898,740125,193.5,12.571,-57.92,344.28,53,0.04,-62.98,-0.74,-19.79,2.14,19.8,38.78,-76.663,2.48,128,43.79,19.55,288.43
,2899,740126,193.35,12.576,-57.97,344.28,53.23,0.04,-62.99,-0.74,-19.75,2.16,19.76,38.78,-76.663,2.48,128.1,43.8,19.55,288.41
,2900,740127,193.19,12.582,-58.01,344.29,53.49,0.04,-63,-0.75,-19.71,2.17,19.72,38.779,-76.663,2.45,127,43.82,19.35,288.41
,2901,740128,193.01,12.588,-58.05,344.32,53.77,0.04,-63,-0.75,-19.67,2.19,19.69,38.779,-76.663,2.44,126.4,43.84,19.25,288.4
,2902,740129,192.81,12.594,-58.1,344.34,54.05,0.04,-63,-0.76,-19.64,2.21,19.65,38.779,-76.663,2.44,126.6,43.86,19.25,288.39
,2903,740130,192.59,12.601,-58.17,344.35,54.36,0.04,-63.02,-0.76,-19.61,2.23,19.62,38.779,-76.663,2.44,126.7,43.88,19.25,288.32
,2904,740131,192.38,12.608,-58.23,344.35,54.7,0.04,-63.03,-0.77,-19.58,2.26,19.59,38.779,-76.663,2.43,126.3,43.9,19.17,288.16
,2905,740132,192.18,12.615,-58.29,344.36,55.03,0.04,-63.04,-0.78,-19.55,2.29,19.57,38.778,-76.663,2.43,126.4,43.92,19.17,288.11
,2906,740133,191.99,12.621,-58.34,344.38,55.31,0.04,-63.05,-0.8,-19.53,2.33,19.54,38.778,-76.663,2.38,124.1,43.94,18.8,287.94
,2907,740134,191.8,12.627,-58.4,344.38,55.57,0.04,-63.07,-0.81,-19.51,2.38,19.53,38.778,-76.663,2.37,123.4,43.96,18.67,287.91
,2908,740135,191.63,12.633,-58.47,344.36,55.87,0.04,-63.09,-0.83,-19.5,2.44,19.52,38.778,-76.663,2.35,122.7,43.97,18.56,287.89
,2909,740136,191.46,12.638,-58.53,344.34,56.23,0.04,-63.11,-0.85,-19.49,2.5,19.51,38.778,-76.663,2.35,122.9,43.99,18.56,287.89
,2910,740137,191.3,12.644,-58.59,344.34,56.61,0.04,-63.11,-0.88,-19.49,2.58,19.51,38.778,-76.663,2.35,123,44.01,18.56,287.88
,2911,740138,191.13,12.649,-58.64,344.34,56.96,0.04,-63.11,-0.91,-19.5,2.68,19.52,38.778,-76.663,2.34,122.2,44.02,18.43,287.88
,2912,740139,190.97,12.654,-58.68,344.35,57.26,0.04,-63.11,-0.95,-19.5,2.78,19.52,38.777,-76.663,2.32,121.7,44.04,18.34,287.88
,2913,740140,190.8,12.66,-58.73,344.36,57.53,0.04,-63.12,-0.99,-19.51,2.9,19.53,38.777,-76.663,2.32,121.8,44.06,18.34,287.88
,2914,740141,190.61,12.666,-58.78,344.38,57.81,0.04,-63.13,-1.03,-19.51,3.01,19.54,38.777,-76.663,2.31,121.1,44.08,18.22,287.88
,2915,740142,190.41,12.673,-58.85,344.38,58.11,0.04,-63.15,-1.07,-19.52,3.14,19.55,38.777,-76.663,2.3,120.9,44.1,18.16,287.85
,2916,740143,190.18,12.68,-58.91,344.39,58.39,0.04,-63.18,-1.12,-19.53,3.27,19.56,38.777,-76.663,2.28,120.1,44.12,18.02,287.61
,2917,740144,189.95,12.688,-58.98,344.4,58.63,0.04,-63.21,-1.16,-19.55,3.4,19.58,38.777,-76.663,2.28,120.2,44.14,18.02,287.57
,2918,740145,189.72,12.696,-59.04,344.44,58.83,0.04,-63.24,-1.21,-19.57,3.55,19.6,38.776,-76.663,2.28,120.4,44.16,18.01,287.56
,2919,740146,189.47,12.704,-59.09,344.48,59.03,0.04,-63.26,-1.27,-19.59,3.7,19.63,38.776,-76.663,2.28,120.5,44.19,18.01,287.54
,2920,740147,189.23,12.712,-59.16,344.49,59.24,0.04,-63.3,-1.32,-19.61,3.85,19.65,38.776,-76.663,2.25,118.9,44.21,17.75,287.53
,2921,740148,189,12.719,-59.26,344.45,59.46,0.04,-63.37,-1.37,-19.63,4.01,19.67,38.776,-76.663,2.25,119,44.23,17.75,287.5
,2922,740149,188.8,12.726,-59.35,344.4,59.68,0.04,-63.43,-1.43,-19.65,4.15,19.7,38.776,-76.663,2.25,119.1,44.24,17.74,287.47
,2923,740150,188.64,12.731,-59.42,344.38,59.87,0.04,-63.47,-1.48,-19.67,4.29,19.72,38.775,-76.663,2.24,118.9,44.26,17.7,287.46
,2924,740151,188.5,12.736,-59.46,344.39,60.01,0.04,-63.49,-1.52,-19.69,4.42,19.75,38.775,-76.663,2.24,119,44.27,17.7,287.46
,2925,740152,188.37,12.74,-59.48,344.42,60.13,0.04,-63.5,-1.56,-19.72,4.54,19.78,38.775,-76.663,2.24,119,44.28,17.68,287.46
,2926,740153,188.23,12.745,-59.52,344.43,60.24,0.04,-63.52,-1.6,-19.75,4.64,19.81,38.775,-76.663,2.24,119,44.29,17.68,287.46
,2927,740154,188.09,12.75,-59.57,344.43,60.36,0.04,-63.55,-1.64,-19.78,4.74,19.85,38.775,-76.663,2.22,118.1,44.31,17.53,287.47
,2928,740155,187.93,12.755,-59.62,344.42,60.56,0.04,-63.58,-1.67,-19.81,4.82,19.89,38.775,-76.663,2.22,118.1,44.32,17.51,287.48
,2929,740156,187.76,12.76,-59.69,344.41,60.84,0.04,-63.6,-1.69,-19.85,4.88,19.92,38.774,-76.663,2.19,116.6,44.34,17.27,287.48
,2930,740157,187.59,12.766,-59.75,344.4,61.09,0.04,-63.63,-1.71,-19.89,4.92,19.96,38.774,-76.663,2.19,116.7,44.36,17.27,287.48
,2931,740158,187.41,12.772,-59.8,344.41,61.32,0.04,-63.65,-1.73,-19.93,4.95,20.01,38.774,-76.663,2.19,116.8,44.37,17.27,287.49
,2932,740159,187.23,12.778,-59.85,344.42,61.62,0.04,-63.66,-1.74,-19.98,4.97,20.06,38.774,-76.663,2.19,116.9,44.39,17.27,287.49
,2933,740160,187.06,12.784,-59.91,344.41,62.04,0.04,-63.67,-1.75,-20.03,4.98,20.11,38.774,-76.663,2.19,117,44.4,17.27,287.48
,2934,740161,186.9,12.789,-59.97,344.4,62.46,0.04,-63.67,-1.75,-20.09,4.98,20.16,38.774,-76.663,2.18,116.7,44.42,17.21,287.48
,2935,740162,186.74,12.795,-60.03,344.39,62.85,0.04,-63.68,-1.75,-20.15,4.97,20.22,38.773,-76.663,2.18,116.5,44.43,17.17,287.45
,2936,740163,186.57,12.8,-60.09,344.38,63.26,0.04,-63.69,-1.75,-20.21,4.95,20.29,38.773,-76.663,2.17,116.4,44.45,17.14,287.43
,2937,740164,186.4,12.806,-60.16,344.36,63.69,0.04,-63.7,-1.74,-20.29,4.91,20.36,38.773,-76.663,2.1,112.6,44.47,16.57,287.42
,2938,740165,186.23,12.812,-60.22,344.35,64.05,0.04,-63.72,-1.74,-20.36,4.87,20.44,38.773,-76.663,2.1,112.8,44.48,16.57,287.42
,2939,740166,186.06,12.817,-60.27,344.35,64.33,0.04,-63.74,-1.73,-20.44,4.83,20.52,38.773,-76.663,2.08,112,44.5,16.44,287.42
,2940,740167,185.88,12.823,-60.33,344.35,64.63,0.04,-63.76,-1.72,-20.53,4.79,20.6,38.772,-76.663,2.08,111.8,44.51,16.39,287.42
,2941,740168,185.69,12.83,-60.4,344.35,64.98,0.04,-63.78,-1.71,-20.62,4.75,20.69,38.772,-76.663,2.1,113.1,44.53,16.57,287.42
,2942,740169,185.49,12.836,-60.46,344.35,65.29,0.04,-63.8,-1.71,-20.71,4.72,20.78,38.772,-76.663,2.14,115.3,44.55,16.88,287.42
,2943,740170,185.3,12.843,-60.52,344.36,65.49,0.04,-63.84,-1.71,-20.8,4.69,20.87,38.772,-76.664,2.16,116.3,44.56,17.01,287.4
,2944,740171,185.13,12.849,-60.57,344.37,65.54,0.04,-63.88,-1.71,-20.89,4.67,20.96,38.772,-76.664,2.16,116.4,44.58,17.01,287.37
,2945,740172,184.93,12.855,-60.62,344.39,65.49,0.04,-63.94,-1.71,-20.98,4.65,21.05,38.771,-76.664,2.16,117,44.58,17.07,287.36
,2946,740173,184.72,12.862,-60.68,344.41,65.38,0.04,-64.01,-1.71,-21.05,4.64,21.12,38.771,-76.664,NaN,NaN,44.58,NaN,NaN
,2947,740174,184.51,12.869,-60.74,344.43,65.27,0.04,-64.07,-1.72,-21.12,4.65,21.19,38.771,-76.664,2.17,117.6,44.6,17.12,287.34
,2948,740175,184.3,12.876,-60.81,344.42,65.08,0.04,-64.16,-1.73,-21.19,4.67,21.26,38.771,-76.664,2.17,117.5,44.62,17.09,286.81
,2949,740176,184.11,12.883,-60.89,344.4,64.76,0.04,-64.28,-1.75,-21.27,4.7,21.35,38.771,-76.664,2.11,114.7,44.64,16.66,286.77
,2950,740177,183.93,12.889,-60.95,344.4,64.37,0.04,-64.38,-1.78,-21.36,4.75,21.44,38.771,-76.664,2.11,114.8,44.65,16.66,286.77
,2951,740178,183.75,12.895,-60.99,344.42,63.95,0.04,-64.48,-1.81,-21.46,4.81,21.53,38.77,-76.664,2.1,114.5,44.67,16.6,286.77
,2952,740179,183.56,12.901,-61.04,344.44,63.45,0.03,-64.58,-1.84,-21.54,4.89,21.62,38.77,-76.664,2.08,113.5,44.69,16.44,286.78
,2953,740180,183.38,12.908,-61.08,344.47,62.88,0.03,-64.69,-1.89,-21.63,4.99,21.71,38.77,-76.664,2.07,113.1,44.7,16.36,286.8
,2954,740181,183.2,12.914,-61.11,344.52,62.29,0.03,-64.8,-1.94,-21.71,5.1,21.79,38.77,-76.664,2.07,112.9,44.72,16.32,286.83
,2955,740182,183.02,12.92,-61.15,344.56,61.71,0.03,-64.9,-1.99,-21.78,5.23,21.87,38.77,-76.664,2.07,113,44.73,16.32,286.87
,2956,740183,182.82,12.926,-61.21,344.56,61.2,0.03,-65.02,-2.05,-21.85,5.36,21.94,38.769,-76.664,2.07,113.1,44.73,16.32,286.9
,2957,740184,182.63,12.933,-61.28,344.56,60.73,0.03,-65.14,-2.11,-21.9,5.49,22,38.769,-76.664,NaN,NaN,44.73,NaN,NaN
,2958,740185,182.43,12.94,-61.34,344.57,60.27,0.03,-65.26,-2.16,-21.95,5.62,22.05,38.769,-76.664,2.07,113.4,44.75,16.32,286.93
,2959,740186,182.24,12.946,-61.4,344.57,59.8,0.03,-65.38,-2.22,-21.99,5.76,22.1,38.769,-76.664,2.08,114.2,44.77,16.42,286.97
,2960,740187,182.05,12.953,-61.47,344.56,59.39,0.03,-65.5,-2.28,-22.04,5.91,22.16,38.769,-76.664,2.08,114.4,44.78,16.43,286.97
,2961,740188,181.88,12.958,-61.52,344.57,59,0.03,-65.6,-2.36,-22.09,6.1,22.21,38.768,-76.664,2.05,112.5,44.8,16.14,286.99
,2962,740189,181.71,12.964,-61.55,344.62,58.58,0.03,-65.68,-2.44,-22.13,6.29,22.27,38.768,-76.664,2.05,112.6,44.82,16.14,287.04
,2963,740190,181.53,12.97,-61.58,344.66,58.19,0.03,-65.76,-2.53,-22.17,6.5,22.32,38.768,-76.664,2.04,112.3,44.83,16.08,287.08
,2964,740191,181.32,12.977,-61.65,344.65,57.94,0.03,-65.86,-2.62,-22.21,6.72,22.36,38.768,-76.664,2.02,111.7,44.85,15.97,287.11
,2965,740192,181.11,12.985,-61.75,344.62,57.78,0.03,-65.97,-2.71,-22.24,6.95,22.41,38.768,-76.664,2.02,111.8,44.87,15.98,287.12
,2966,740193,180.89,12.992,-61.82,344.63,57.64,0.03,-66.06,-2.81,-22.27,7.18,22.45,38.767,-76.664,2.02,111.9,44.89,15.98,287.12
,2967,740194,180.69,12.999,-61.87,344.65,57.58,0.03,-66.12,-2.9,-22.29,7.41,22.48,38.767,-76.664,2.02,112.1,44.91,15.98,287.12
,2968,740195,180.51,13.005,-61.94,344.63,57.59,0.03,-66.18,-3,-22.31,7.65,22.51,38.767,-76.664,2.04,113.2,44.92,16.13,287.16
,2969,740196,180.36,13.01,-62.01,344.6,57.57,0.03,-66.25,-3.09,-22.33,7.88,22.54,38.767,-76.664,2.04,113.3,44.93,16.13,287.17
,2970,740197,180.22,13.015,-62.07,344.58,57.54,0.03,-66.31,-3.18,-22.34,8.1,22.56,38.767,-76.664,2.03,112.8,44.94,16.04,287.17
,2971,740198,180.08,13.02,-62.12,344.58,57.59,0.03,-66.35,-3.26,-22.34,8.31,22.58,38.766,-76.664,2.03,112.9,44.96,16.04,287.17
,2972,740199,179.94,13.025,-62.16,344.58,57.76,0.03,-66.37,-3.34,-22.34,8.5,22.59,38.766,-76.664,2.03,112.8,44.96,16.01,287.17
,2973,740200,179.8,13.03,-62.21,344.58,57.96,0.03,-66.39,-3.4,-22.34,8.66,22.6,38.766,-76.664,NaN,NaN,44.96,NaN,NaN
,2974,740201,179.66,13.034,-62.26,344.58,58.16,0.03,-66.41,-3.46,-22.33,8.81,22.6,38.766,-76.664,2.02,112.5,44.97,15.95,287
,2975,740202,179.52,13.039,-62.3,344.59,58.35,0.03,-66.43,-3.52,-22.32,8.97,22.6,38.765,-76.664,2.01,112,44.98,15.87,286.98
,2976,740203,179.38,13.044,-62.34,344.59,58.55,0.03,-66.44,-3.6,-22.31,9.16,22.59,38.765,-76.664,1.97,109.7,44.99,15.53,286.94
,2977,740204,179.24,13.049,-62.39,344.59,58.81,0.03,-66.46,-3.67,-22.28,9.35,22.58,38.765,-76.664,1.95,108.7,45.01,15.37,286.89
,2978,740205,179.1,13.054,-62.44,344.6,59.11,0.03,-66.46,-3.74,-22.26,9.55,22.57,38.765,-76.664,1.95,108.8,45.02,15.37,286.89
,2979,740206,178.95,13.059,-62.48,344.6,59.44,0.03,-66.46,-3.82,-22.22,9.74,22.55,38.765,-76.664,1.92,107.2,45.03,15.13,286.89
,2980,740207,178.81,13.064,-62.53,344.6,59.81,0.03,-66.46,-3.88,-22.19,9.93,22.52,38.765,-76.664,1.95,108.9,45.04,15.37,286.91
,2981,740208,178.66,13.069,-62.59,344.59,60.21,0.03,-66.47,-3.95,-22.15,10.11,22.5,38.764,-76.664,1.95,109.2,45.06,15.39,286.92
,2982,740209,178.51,13.074,-62.64,344.58,60.51,0.03,-66.48,-4.02,-22.1,10.3,22.46,38.764,-76.665,1.96,109.8,45.07,15.46,286.92
,2983,740210,178.36,13.079,-62.69,344.59,60.67,0.03,-66.51,-4.08,-22.05,10.49,22.42,38.764,-76.665,1.96,109.9,45.08,15.46,286.91
,2984,740211,178.19,13.085,-62.73,344.61,60.79,0.03,-66.54,-4.15,-21.99,10.68,22.37,38.764,-76.665,1.98,111.1,45.1,15.61,286.52
,2985,740212,178.02,13.091,-62.78,344.63,61.05,0.03,-66.55,-4.21,-21.92,10.87,22.32,38.764,-76.665,1.98,111.1,45.11,15.61,286.36
,2986,740213,177.84,13.097,-62.84,344.62,61.35,0.03,-66.57,-4.27,-21.85,11.07,22.27,38.763,-76.665,1.97,110.8,45.13,15.54,286.35
,2987,740214,177.68,13.103,-62.9,344.62,61.54,0.03,-66.61,-4.34,-21.78,11.26,22.21,38.763,-76.665,1.93,108.5,45.14,15.2,286.35
,2988,740215,177.51,13.109,-62.96,344.62,61.59,0.03,-66.66,-4.41,-21.71,11.47,22.16,38.763,-76.665,1.93,108.6,45.16,15.2,286.36
,2989,740216,177.33,13.115,-63.02,344.61,61.61,0.03,-66.71,-4.48,-21.64,11.68,22.1,38.763,-76.665,1.91,108,45.17,15.1,286.38
,2990,740217,177.14,13.121,-63.09,344.6,61.71,0.03,-66.77,-4.55,-21.57,11.91,22.04,38.762,-76.665,1.91,108.1,45.19,15.11,286.43
,2991,740218,176.97,13.127,-63.15,344.6,61.8,0.03,-66.82,-4.62,-21.49,12.13,21.98,38.762,-76.665,1.91,108.2,45.2,15.11,286.43
,2992,740219,176.81,13.133,-63.18,344.64,61.76,0.03,-66.85,-4.69,-21.41,12.36,21.92,38.762,-76.665,1.91,107.8,45.22,15.04,286.45
,2993,740220,176.65,13.139,-63.19,344.72,61.57,0.03,-66.88,-4.76,-21.34,12.58,21.86,38.762,-76.665,1.93,109.1,45.23,15.21,286.46
,2994,740221,176.48,13.144,-63.19,344.81,61.29,0.03,-66.92,-4.83,-21.26,12.81,21.8,38.762,-76.665,1.93,109.2,45.25,15.21,286.48
,2995,740222,176.31,13.15,-63.21,344.88,60.98,0.03,-66.97,-4.91,-21.19,13.04,21.75,38.761,-76.665,1.9,107.8,45.26,15,286.49
,2996,740223,176.14,13.156,-63.23,344.93,60.65,0.03,-67.04,-4.99,-21.11,13.28,21.69,38.761,-76.665,1.89,107.3,45.27,14.91,286.5
,2997,740224,175.99,13.162,-63.25,344.98,60.31,0.03,-67.1,-5.06,-21.04,13.53,21.64,38.761,-76.665,1.9,108,45.28,15,286.52
,2998,740225,175.85,13.166,-63.27,345.03,60.01,0.03,-67.15,-5.14,-20.97,13.78,21.59,38.761,-76.665,1.9,108.1,45.3,15,286.52
